BBRefName,BBRefLink,BBRefID,BBRefBirthDate,NBAName,NBALink,NBAID,NBABirthDate,ESPNName,ESPNLink,ESPNID,ESPNBirthDate,SpotracName,SpotracLink,SpotracID
Bernard James,https://www.basketball-reference.com/players/j/jamesbe01.html,jamesbe01,2/7/1985,Bernard James,https://stats.nba.com/player/203108/,203108,2/7/1985,Bernard James,http://www.espn.com/nba/player/_/id/6593/bernard-james,6593,2/7/1985,Bernard James,https://www.spotrac.com/redirect/player/10842/,10842
Billy Garrett,https://www.basketball-reference.com/players/g/garrebi01.html,garrebi01,10/16/1994,Billy Garrett,https://stats.nba.com/player/1628656/,1628656,10/16/1994,Billy Garrett Jr.,http://www.espn.com/nba/player/_/id/3059356/billy-garrett-jr,3059356,10/16/1994,Billy Garrett,https://www.spotrac.com/redirect/player/28088/,28088
Bismack Biyombo,https://www.basketball-reference.com/players/b/biyombi01.html,biyombi01,8/28/1992,Bismack Biyombo,https://stats.nba.com/player/202687/,202687,8/28/1992,Bismack Biyombo,http://www.espn.com/nba/player/_/id/6427/bismack-biyombo,6427,8/28/1992,Bismack Biyombo,https://www.spotrac.com/redirect/player/8057/,8057
Blake Ahearn,https://www.basketball-reference.com/players/a/ahearbl01.html,ahearbl01,5/27/1984,Blake Ahearn,https://stats.nba.com/player/201336/,201336,5/27/1984,Blake Ahearn,http://www.espn.com/nba/player/_/id/3402/blake-ahearn,3402,5/27/1984,Blake Ahearn,https://www.spotrac.com/redirect/player/9423/,9423
Blake Griffin,https://www.basketball-reference.com/players/g/griffbl01.html,griffbl01,3/16/1989,Blake Griffin,https://stats.nba.com/player/201933/,201933,3/16/1989,Blake Griffin,http://www.espn.com/nba/player/_/id/3989/blake-griffin,3989,3/16/1989,Blake Griffin,https://www.spotrac.com/redirect/player/6501/,6501
Boban Marjanovic,https://www.basketball-reference.com/players/m/marjabo01.html,marjabo01,8/15/1988,Boban Marjanovic,https://stats.nba.com/player/1626246/,1626246,8/15/1988,Boban Marjanovic,http://www.espn.com/nba/player/_/id/4376/boban-marjanovic,4376,8/15/1988,Boban Marjanovic,https://www.spotrac.com/redirect/player/17984/,17984
Bobby Brown,https://www.basketball-reference.com/players/b/brownbo02.html,brownbo02,9/24/1984,Bobby Brown,https://stats.nba.com/player/201628/,201628,9/24/1984,Bobby Brown,http://www.espn.com/nba/player/_/id/3472/bobby-brown,3472,9/24/1984,Bobby Brown,https://www.spotrac.com/redirect/player/6131/,6131
Bobby Portis,https://www.basketball-reference.com/players/p/portibo01.html,portibo01,2/10/1995,Bobby Portis,https://stats.nba.com/player/1626171/,1626171,2/10/1995,Bobby Portis,http://www.espn.com/nba/player/_/id/3064482/bobby-portis,3064482,2/10/1995,Bobby Portis,https://www.spotrac.com/redirect/player/17850/,17850
Bogdan Bogdanovic,https://www.basketball-reference.com/players/b/bogdabo01.html,bogdabo01,8/18/1992,Bogdan Bogdanovic,https://stats.nba.com/player/203992/,203992,8/18/1992,Bogdan Bogdanovic,http://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,3037789,8/18/1992,Bogdan Bogdanovic,https://www.spotrac.com/redirect/player/15379/,15379
Bojan Bogdanovic,https://www.basketball-reference.com/players/b/bogdabo02.html,bogdabo02,4/18/1989,Bojan Bogdanovic,https://stats.nba.com/player/202711/,202711,4/18/1989,Bojan Bogdanovic,http://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,3593,4/18/1989,Bojan Bogdanovic,https://www.spotrac.com/redirect/player/8083/,8083
Bonzie Colson,https://www.basketball-reference.com/players/c/colsobo01.html,colsobo01,1/12/1996,Bonzie Colson,https://stats.nba.com/player/1629045/,1629045,1/12/1996,Bonzie Colson,http://www.espn.com/nba/player/_/id/3138192/bonzie-colson,3138192,1/12/1996,Bonzie Colson,https://www.spotrac.com/redirect/player/28038/,28038
Boris Diaw,https://www.basketball-reference.com/players/d/diawbo01.html,diawbo01,4/16/1982,Boris Diaw,https://stats.nba.com/player/2564/,2564,4/16/1982,Boris Diaw,http://www.espn.com/nba/player/_/id/2167/boris-diaw,2167,4/16/1982,Boris Diaw,https://www.spotrac.com/redirect/player/6089/,6089
Brad Wanamaker,https://www.basketball-reference.com/players/w/wanambr01.html,wanambr01,7/25/1989,Brad Wanamaker,https://stats.nba.com/player/202954/,202954,7/25/1989,Brad Wanamaker,http://www.espn.com/nba/player/_/id/6507/brad-wanamaker,6507,7/25/1989,Brad Wanamaker,https://www.spotrac.com/redirect/player/27289/,27289
Bradley Beal,https://www.basketball-reference.com/players/b/bealbr01.html,bealbr01,6/28/1993,Bradley Beal,https://stats.nba.com/player/203078/,203078,6/28/1993,Bradley Beal,http://www.espn.com/nba/player/_/id/6580/bradley-beal,6580,6/28/1993,Bradley Beal,https://www.spotrac.com/redirect/player/10811/,10811
Brandan Wright,https://www.basketball-reference.com/players/w/wrighbr03.html,wrighbr03,10/5/1987,Brandan Wright,https://stats.nba.com/player/201148/,201148,10/5/1987,Brandan Wright,http://www.espn.com/nba/player/_/id/3242/brandan-wright,3242,10/5/1987,Brandan Wright,https://www.spotrac.com/redirect/player/2325/,2325
Brandon Bass,https://www.basketball-reference.com/players/b/bassbr01.html,bassbr01,4/30/1985,Brandon Bass,https://stats.nba.com/player/101138/,101138,4/30/1985,Brandon Bass,http://www.espn.com/nba/player/_/id/2745/brandon-bass,2745,4/30/1985,Brandon Bass,https://www.spotrac.com/redirect/player/2270/,2270
Brandon Davies,https://www.basketball-reference.com/players/d/daviebr01.html,daviebr01,7/25/1991,Brandon Davies,https://stats.nba.com/player/203561/,203561,7/25/1991,Brandon Davies,http://www.espn.com/nba/player/_/id/2490144/brandon-davies,2490144,7/25/1991,Brandon Davies,https://www.spotrac.com/redirect/player/13382/,13382
Brandon Goodwin,https://www.basketball-reference.com/players/g/goodwbr01.html,goodwbr01,10/2/1995,Brandon Goodwin,https://stats.nba.com/player/1629164/,1629164,10/2/1995,Brandon Goodwin,http://www.espn.com/nba/player/_/id/3057198/brandon-goodwin,3057198,10/2/1995,Brandon Goodwin,https://www.spotrac.com/redirect/player/28020/,28020
Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html,ingrabr01,9/2/1997,Brandon Ingram,https://stats.nba.com/player/1627742/,1627742,9/2/1997,Brandon Ingram,http://www.espn.com/nba/player/_/id/3913176/brandon-ingram,3913176,9/2/1997,Brandon Ingram,https://www.spotrac.com/redirect/player/20207/,20207
Brandon Jennings,https://www.basketball-reference.com/players/j/jennibr01.html,jennibr01,9/23/1989,Brandon Jennings,https://stats.nba.com/player/201943/,201943,9/23/1989,Brandon Jennings,http://www.espn.com/nba/player/_/id/3997/brandon-jennings,3997,9/23/1989,Brandon Jennings,https://www.spotrac.com/redirect/player/6299/,6299
Brandon Knight,https://www.basketball-reference.com/players/k/knighbr03.html,knighbr03,12/2/1991,Brandon Knight,https://stats.nba.com/player/202688/,202688,12/2/1991,Brandon Knight,http://www.espn.com/nba/player/_/id/6448/brandon-knight,6448,12/2/1991,Brandon Knight,https://www.spotrac.com/redirect/player/8058/,8058
Brandon Paul,https://www.basketball-reference.com/players/p/paulbr01.html,paulbr01,4/30/1991,Brandon Paul,https://stats.nba.com/player/203464/,203464,4/30/1991,Brandon Paul,http://www.espn.com/nba/player/_/id/2488911/brandon-paul,2488911,4/30/1991,Brandon Paul,https://www.spotrac.com/redirect/player/20889/,20889
Brandon Roy,https://www.basketball-reference.com/players/r/roybr01.html,roybr01,7/23/1984,Brandon Roy,https://stats.nba.com/player/200750/,200750,7/23/1984,Brandon Roy,http://www.espn.com/nba/player/_/id/3027/brandon-roy,3027,7/23/1984,Brandon Roy,https://www.spotrac.com/redirect/player/2683/,2683
Brandon Rush,https://www.basketball-reference.com/players/r/rushbr01.html,rushbr01,7/7/1985,Brandon Rush,https://stats.nba.com/player/201575/,201575,7/7/1985,Brandon Rush,http://www.espn.com/nba/player/_/id/3457/brandon-rush,3457,7/7/1985,Brandon Rush,https://www.spotrac.com/redirect/player/6114/,6114
Brandon Sampson,https://www.basketball-reference.com/players/s/sampsbr01.html,sampsbr01,5/1/1997,Brandon Sampson,https://stats.nba.com/player/1629102/,1629102,5/1/1997,Brandon Sampson,http://www.espn.com/nba/player/_/id/3907385/brandon-sampson,3907385,5/1/1997,Brandon Sampson,https://www.spotrac.com/redirect/player/28093/,28093
Brendan Haywood,https://www.basketball-reference.com/players/h/haywobr01.html,haywobr01,11/27/1979,Brendan Haywood,https://stats.nba.com/player/2217/,2217,11/27/1979,Brendan Haywood,http://www.espn.com/nba/player/_/id/1000/brendan-haywood,1000,11/27/1979,Brendan Haywood,https://www.spotrac.com/redirect/player/2762/,2762
Brent Barry,https://www.basketball-reference.com/players/b/barrybr01.html,barrybr01,12/31/1971,Brent Barry,https://stats.nba.com/player/699/,699,12/31/1971,NA,NA,NA,NA,Brent Barry,https://www.spotrac.com/redirect/player/2700/,2700
Brian Cook,https://www.basketball-reference.com/players/c/cookbr01.html,cookbr01,12/4/1980,Brian Cook,https://stats.nba.com/player/2567/,2567,12/4/1980,Brian Cook,http://www.espn.com/nba/player/_/id/1998/brian-cook,1998,12/4/1980,Brian Cook,https://www.spotrac.com/redirect/player/2634/,2634
Brian Roberts,https://www.basketball-reference.com/players/r/roberbr01.html,roberbr01,12/3/1985,Brian Roberts,https://stats.nba.com/player/203148/,203148,12/3/1985,Brian Roberts,http://www.espn.com/nba/player/_/id/6641/brian-roberts,6641,12/3/1985,Brian Roberts,https://www.spotrac.com/redirect/player/11160/,11160
Brian Scalabrine,https://www.basketball-reference.com/players/s/scalabr01.html,scalabr01,3/18/1978,Brian Scalabrine,https://stats.nba.com/player/2243/,2243,3/18/1978,Brian Scalabrine,http://www.espn.com/nba/player/_/id/1021/brian-scalabrine,1021,3/18/1978,Brian Scalabrine,https://www.spotrac.com/redirect/player/2223/,2223
Briante Weber,https://www.basketball-reference.com/players/w/weberbr01.html,weberbr01,12/29/1992,Briante Weber,https://stats.nba.com/player/1627362/,1627362,12/29/1992,Briante Weber,http://www.espn.com/nba/player/_/id/2595229/briante-weber,2595229,12/29/1992,Briante Weber,https://www.spotrac.com/redirect/player/18287/,18287
Brice Johnson,https://www.basketball-reference.com/players/j/johnsbr02.html,johnsbr02,6/27/1994,Brice Johnson,https://stats.nba.com/player/1627744/,1627744,6/27/1994,Brice Johnson,http://www.espn.com/nba/player/_/id/2982330/brice-johnson,2982330,6/27/1994,Brice Johnson,https://www.spotrac.com/redirect/player/20230/,20230
Brook Lopez,https://www.basketball-reference.com/players/l/lopezbr01.html,lopezbr01,4/1/1988,Brook Lopez,https://stats.nba.com/player/201572/,201572,4/1/1988,Brook Lopez,http://www.espn.com/nba/player/_/id/3448/brook-lopez,3448,4/1/1988,Brook Lopez,https://www.spotrac.com/redirect/player/6136/,6136
Bruce Brown,https://www.basketball-reference.com/players/b/brownbr01.html,brownbr01,8/15/1996,Bruce Brown,https://stats.nba.com/player/1628971/,1628971,8/15/1996,Bruce Brown,http://www.espn.com/nba/player/_/id/4065670/bruce-brown,4065670,8/15/1996,Bruce Brown,https://www.spotrac.com/redirect/player/27008/,27008
Bruno Caboclo,https://www.basketball-reference.com/players/c/cabocbr01.html,cabocbr01,9/21/1995,Bruno Caboclo,https://stats.nba.com/player/203998/,203998,9/21/1995,Bruno Caboclo,http://www.espn.com/nba/player/_/id/3113297/bruno-caboclo,3113297,9/21/1995,Bruno Caboclo,https://www.spotrac.com/redirect/player/15372/,15372
Bryce Cotton,https://www.basketball-reference.com/players/c/cottobr01.html,cottobr01,8/11/1992,Bryce Cotton,https://stats.nba.com/player/203955/,203955,8/11/1992,Bryce Cotton,http://www.espn.com/nba/player/_/id/2531054/bryce-cotton,2531054,8/11/1992,Bryce Cotton,https://www.spotrac.com/redirect/player/15535/,15535
Bryce Dejean-Jones,https://www.basketball-reference.com/players/d/dejeabr01.html,dejeabr01,8/21/1992,Bryce Dejean-Jones,https://stats.nba.com/player/1626214/,1626214,8/21/1992,Bryce Dejean-Jones,http://www.espn.com/nba/player/_/id/2991475/bryce-dejean-jones,2991475,8/21/1992,Bryce Dejean-Jones,https://www.spotrac.com/redirect/player/18134/,18134
Bryn Forbes,https://www.basketball-reference.com/players/f/forbebr01.html,forbebr01,7/23/1993,Bryn Forbes,https://stats.nba.com/player/1627854/,1627854,7/23/1993,Bryn Forbes,http://www.espn.com/nba/player/_/id/2994526/bryn-forbes,2994526,7/23/1993,Bryn Forbes,https://www.spotrac.com/redirect/player/20796/,20796
C.J. Miles,https://www.basketball-reference.com/players/m/milescj01.html,milescj01,3/18/1987,CJ Miles,https://stats.nba.com/player/101139/,101139,3/18/1987,C.J. Miles,http://www.espn.com/nba/player/_/id/2778/cj-miles,2778,3/18/1987,C.J. Miles,https://www.spotrac.com/redirect/player/2753/,2753
C.J. Watson,https://www.basketball-reference.com/players/w/watsocj01.html,watsocj01,4/17/1984,C.J. Watson,https://stats.nba.com/player/201228/,201228,4/17/1984,C.J. Watson,http://www.espn.com/nba/player/_/id/3277/cj-watson,3277,4/17/1984,C.J. Watson,https://www.spotrac.com/redirect/player/2324/,2324
C.J. Wilcox,https://www.basketball-reference.com/players/w/wilcocj01.html,wilcocj01,12/30/1990,CJ Wilcox,https://stats.nba.com/player/203912/,203912,12/30/1990,CJ Wilcox,http://www.espn.com/nba/player/_/id/2488999/cj-wilcox,2488999,12/30/1990,C.J. Wilcox,https://www.spotrac.com/redirect/player/15380/,15380
C.J. Williams,https://www.basketball-reference.com/players/w/willicj01.html,willicj01,2/6/1990,C.J. Williams,https://stats.nba.com/player/203710/,203710,2/6/1990,C.J. Williams,http://www.espn.com/nba/player/_/id/2325499/cj-williams,2325499,2/6/1990,C.J. Williams,https://www.spotrac.com/redirect/player/21071/,21071
Caleb Swanigan,https://www.basketball-reference.com/players/s/swanica01.html,swanica01,4/18/1997,Caleb Swanigan,https://stats.nba.com/player/1628403/,1628403,4/18/1997,Caleb Swanigan,http://www.espn.com/nba/player/_/id/3906671/caleb-swanigan,3906671,4/18/1997,Caleb Swanigan,https://www.spotrac.com/redirect/player/23621/,23621
Cameron Bairstow,https://www.basketball-reference.com/players/b/bairsca01.html,bairsca01,12/7/1990,Cameron Bairstow,https://stats.nba.com/player/203946/,203946,12/7/1990,Cameron Bairstow,http://www.espn.com/nba/player/_/id/2528354/cameron-bairstow,2528354,12/7/1990,Cameron Bairstow,https://www.spotrac.com/redirect/player/15401/,15401
Cameron Payne,https://www.basketball-reference.com/players/p/payneca01.html,payneca01,8/8/1994,Cameron Payne,https://stats.nba.com/player/1626166/,1626166,8/8/1994,Cameron Payne,http://www.espn.com/nba/player/_/id/3064230/cameron-payne,3064230,8/8/1994,Cameron Payne,https://www.spotrac.com/redirect/player/17842/,17842
Caris LeVert,https://www.basketball-reference.com/players/l/leverca01.html,leverca01,8/25/1994,Caris LeVert,https://stats.nba.com/player/1627747/,1627747,8/25/1994,Caris LeVert,http://www.espn.com/nba/player/_/id/2991043/caris-levert,2991043,8/25/1994,Caris LeVert,https://www.spotrac.com/redirect/player/20225/,20225
Carl Landry,https://www.basketball-reference.com/players/l/landrca01.html,landrca01,9/19/1983,Carl Landry,https://stats.nba.com/player/201171/,201171,9/19/1983,Carl Landry,http://www.espn.com/nba/player/_/id/3217/carl-landry,3217,9/19/1983,Carl Landry,https://www.spotrac.com/redirect/player/2396/,2396
Carlos Arroyo,https://www.basketball-reference.com/players/a/arroyca01.html,arroyca01,7/30/1979,Carlos Arroyo,https://stats.nba.com/player/2306/,2306,7/30/1979,NA,NA,NA,NA,Carlos Arroyo,https://www.spotrac.com/redirect/player/6497/,6497
Carlos Boozer,https://www.basketball-reference.com/players/b/boozeca01.html,boozeca01,11/20/1981,Carlos Boozer,https://stats.nba.com/player/2430/,2430,11/20/1981,Carlos Boozer,http://www.espn.com/nba/player/_/id/1703/carlos-boozer,1703,11/20/1981,Carlos Boozer,https://www.spotrac.com/redirect/player/2745/,2745
Carlos Delfino,https://www.basketball-reference.com/players/d/delfica01.html,delfica01,8/29/1982,Carlos Delfino,https://stats.nba.com/player/2568/,2568,8/29/1982,Carlos Delfino,http://www.espn.com/nba/player/_/id/1999/carlos-delfino,1999,8/29/1982,Carlos Delfino,https://www.spotrac.com/redirect/player/6496/,6496
Carmelo Anthony,https://www.basketball-reference.com/players/a/anthoca01.html,anthoca01,5/29/1984,Carmelo Anthony,https://stats.nba.com/player/2546/,2546,5/29/1984,Carmelo Anthony,http://www.espn.com/nba/player/_/id/1975/carmelo-anthony,1975,5/29/1984,Carmelo Anthony,https://www.spotrac.com/redirect/player/2283/,2283
Caron Butler,https://www.basketball-reference.com/players/b/butleca01.html,butleca01,3/13/1980,Caron Butler,https://stats.nba.com/player/2406/,2406,3/13/1980,Caron Butler,http://www.espn.com/nba/player/_/id/1705/caron-butler,1705,3/13/1980,Caron Butler,https://www.spotrac.com/redirect/player/2760/,2760
Carrick Felix,https://www.basketball-reference.com/players/f/felixca01.html,felixca01,8/17/1990,Carrick Felix,https://stats.nba.com/player/203467/,203467,8/17/1990,Carrick Felix,http://www.espn.com/nba/player/_/id/2531185/carrick-felix,2531185,8/17/1990,Carrick Felix,https://www.spotrac.com/redirect/player/13346/,13346
Cartier Martin,https://www.basketball-reference.com/players/m/martica01.html,martica01,11/20/1984,Cartier Martin,https://stats.nba.com/player/201858/,201858,11/20/1984,Cartier Martin,http://www.espn.com/nba/player/_/id/3930/cartier-martin,3930,11/20/1984,Cartier Martin,https://www.spotrac.com/redirect/player/6091/,6091
Casper Ware,https://www.basketball-reference.com/players/w/wareca01.html,wareca01,1/17/1990,Casper Ware,https://stats.nba.com/player/203810/,203810,1/17/1990,Casper Ware,http://www.espn.com/nba/player/_/id/2326434/casper-ware,2326434,1/7/1990,Casper Ware,https://www.spotrac.com/redirect/player/14313/,14313
Cedi Osman,https://www.basketball-reference.com/players/o/osmande01.html,osmande01,4/8/1995,Cedi Osman,https://stats.nba.com/player/1626224/,1626224,4/8/1995,Cedi Osman,http://www.espn.com/nba/player/_/id/3893016/cedi-osman,3893016,4/8/1995,Cedi Osman,https://www.spotrac.com/redirect/player/17859/,17859
Chandler Hutchison,https://www.basketball-reference.com/players/h/hutchch01.html,hutchch01,4/26/1996,Chandler Hutchison,https://stats.nba.com/player/1628990/,1628990,4/26/1996,Chandler Hutchison,http://www.espn.com/nba/player/_/id/3149010/chandler-hutchison,3149010,4/26/1996,Chandler Hutchison,https://www.spotrac.com/redirect/player/26988/,26988
